step,actor/entropy,actor/grad_norm,actor/loss,actor/lr,actor/perf/cpu_memory_used_gb,actor/perf/max_memory_allocated_gb,actor/perf/max_memory_reserved_gb,actor/pg_clipfrac,actor/pg_clipfrac_lower,actor/pg_loss,actor/ppo_kl,critic/advantages/max,critic/advantages/mean,critic/advantages/min,critic/returns/max,critic/returns/mean,critic/returns/min,critic/rewards/max,critic/rewards/mean,critic/rewards/min,critic/score/max,critic/score/mean,critic/score/min,global_seqlen/balanced_max,global_seqlen/balanced_min,global_seqlen/max,global_seqlen/mean,global_seqlen/min,global_seqlen/minmax_diff,num_turns/max,num_turns/mean,num_turns/min,perf/mfu/actor,perf/mfu/actor_infer,perf/throughput,perf/time_per_step,perf/total_num_tokens,prompt_length/clip_ratio,prompt_length/max,prompt_length/mean,prompt_length/min,response/aborted_ratio,response_length/clip_ratio,response_length/max,response_length/mean,response_length/min,response_length_non_aborted/clip_ratio,response_length_non_aborted/max,response_length_non_aborted/mean,response_length_non_aborted/min,rollout_corr/chi2_seq,rollout_corr/chi2_token,rollout_corr/k3_kl,rollout_corr/kl,rollout_corr/log_ppl_abs_diff,rollout_corr/log_ppl_diff,rollout_corr/log_ppl_diff_max,rollout_corr/log_ppl_diff_min,rollout_corr/ppl_ratio,rollout_corr/rollout_log_ppl,rollout_corr/rollout_ppl,rollout_corr/training_log_ppl,rollout_corr/training_ppl,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/update_actor,timing_s/adv,timing_s/agent_loop/compute_score/max,timing_s/agent_loop/compute_score/mean,timing_s/agent_loop/compute_score/min,timing_s/agent_loop/generate_sequences/max,timing_s/agent_loop/generate_sequences/mean,timing_s/agent_loop/generate_sequences/min,timing_s/agent_loop/num_preempted/max,timing_s/agent_loop/num_preempted/mean,timing_s/agent_loop/num_preempted/min,timing_s/agent_loop/slowest/compute_score,timing_s/agent_loop/slowest/generate_sequences,timing_s/agent_loop/slowest/num_preempted,timing_s/agent_loop/slowest/prompt_length,timing_s/agent_loop/slowest/response_length,timing_s/agent_loop/slowest/tool_calls,timing_s/agent_loop/tool_calls/max,timing_s/agent_loop/tool_calls/mean,timing_s/agent_loop/tool_calls/min,timing_s/dump_rollout_generations,timing_s/gen,timing_s/old_log_prob,timing_s/reward,timing_s/save_checkpoint,timing_s/start_profile,timing_s/step,timing_s/stop_profile,timing_s/update_actor,timing_s/update_weights,training/epoch,training/global_step,training/rollout_actor_probs_pearson_corr,training/rollout_probs_diff_max,training/rollout_probs_diff_mean,training/rollout_probs_diff_std,training/rollout_probs_diff_valid
441,0.13246330618858337,0.09868717938661575,-0.025750504806637764,3e-06,55.28599166870117,11.348706245422363,17.974609375,0.0,0.0,-0.02575050783343613,0.0,1.4998775720596313,0.025750499218702316,-1.499997615814209,1.4998775720596313,0.025750499218702316,-1.499997615814209,1.7000000476837158,1.2507811784744263,0.10000000149011612,1.7000000476837158,1.2507811784744263,0.10000000149011612,5914.0,5914.0,7042.0,5914.0,4786.0,2256.0,2.0,2.0,2.0,0.010231748781566161,0.010832072223427344,71.85626009431981,82.30319797102129,11828.0,0.0,142.0,118.125,104.0,0.0,0.0,434.0,251.5,131.0,0.0,434.0,251.5,131.0,552047.375,0.044568538665771484,0.004124531988054514,-0.01440373808145523,0.0147654814645648,-0.013996039517223835,0.012311071157455444,-0.028667569160461426,0.9861299395561218,0.13450300693511963,1.1447628736495972,0.12050696462392807,1.1289156675338745,0.0006456116883201971,0.9412121945780574,3.2601219354915716,0.0076362950494512916,0.017770631005987525,0.009981833502024529,0.008462227997370064,6.158289740036707,3.6451557120890357,1.931300553958863,-1.0,-1.0,-1.0,0.010950080992188305,6.158289740036707,-1.0,125.0,434.0,0.0,0.0,0.0,0.0,0.0212794600520283,7.574875741964206,12.136996119981632,3.257999196648598e-05,,0.0001582939876243472,82.30319797102129,0.00018338405061513186,38.56072225299431,23.98294984799577,0.0,441.0,0.9766947031021118,0.3556351661682129,0.020773475989699364,0.03894161060452461,1.0
442,0.15660694241523743,0.07103370130062103,0.034427911043167114,3e-06,55.3256721496582,11.348706245422363,17.974609375,0.0,0.0,0.034427919425070286,0.0,1.4998775720596313,-0.03442792221903801,-1.499998688697815,1.4998775720596313,-0.03442792221903801,-1.499998688697815,1.4249999523162842,1.325781226158142,-1.0,1.4249999523162842,1.325781226158142,-1.0,5555.0,5554.0,6492.0,5554.5,4617.0,1875.0,2.0,2.0,2.0,0.009575061181093674,0.01044712941006711,66.99343354139046,82.9111109310179,11109.0,0.0,195.0,118.875,101.0,0.0,0.03125,512.0,228.28125,111.0,0.03125,512.0,228.28125,111.0,1227049.25,0.05506622791290283,0.005250768270343542,-0.016546303406357765,0.018127065151929855,-0.018049482256174088,0.0012412965297698975,-0.07744967937469482,0.9822292923927307,0.15863105654716492,1.1758769750595093,0.14058156311511993,1.1537150144577026,0.0006442414268882132,1.1973690303966205,3.4512718388662282,0.00715687801130116,0.013201950991060585,0.010820371438967413,0.008629061048850417,7.309518955997191,3.3160873334418284,1.6366196859744377,-1.0,-1.0,-1.0,0.012132191972341388,7.309518955997191,-1.0,119.0,512.0,0.0,0.0,0.0,0.0,0.020249823050107807,8.746780767047312,11.823306558013428,4.801800241693854e-05,,0.0001582460245117545,82.9111109310179,0.00017695798305794597,38.34017885796493,23.95429783000145,0.0,442.0,0.9770658016204834,0.5029159784317017,0.022345934063196182,0.041503146290779114,1.0
443,0.15969200432300568,0.07257229834794998,0.0001502595841884613,3e-06,55.348289489746094,11.348706245422363,17.974609375,0.0,0.0,0.0001502595841884613,0.0,1.4999388456344604,-0.00015027381596155465,-1.4999977350234985,1.4999388456344604,-0.00015027381596155465,-1.4999977350234985,1.4500000476837158,1.1828123331069946,0.0,1.4500000476837158,1.1828123331069946,0.0,5494.0,5493.0,6182.0,5493.5,4805.0,1377.0,2.0,2.0,2.0,0.009588315869909115,0.01047004110672208,68.8722892621958,79.76357485499466,10987.0,0.0,166.0,113.25,87.0,0.0,0.0,358.0,230.09375,88.0,0.0,358.0,230.09375,88.0,10445072.0,0.05291569232940674,0.004523830022662878,-0.017666857689619064,0.017262941226363182,-0.01685255579650402,0.00333191454410553,-0.03873378038406372,0.983325183391571,0.153396874666214,1.1682085990905762,0.13654431700706482,1.1483421325683594,0.0006804166748137153,0.8820123817791532,3.4442705407284255,0.00747573800617829,0.01602216699393466,0.010312510657968232,0.006628689996432513,5.08140279899817,3.3717198267495405,1.3187231440097094,-1.0,-1.0,-1.0,0.011715003987774253,5.08140279899817,-1.0,87.0,358.0,0.0,0.0,0.0,0.0,0.01973720599198714,6.494257167039905,11.668879717995878,3.420800203457475e-05,,0.0001537639764137566,79.76357485499466,0.00014637201093137264,37.84220043098321,23.712622357008513,0.0,443.0,0.9769590497016907,0.2634541392326355,0.023229464888572693,0.041282977908849716,1.0
444,0.16315515339374542,0.07187754660844803,0.03508175164461136,3e-06,55.31440353393555,11.348706245422363,17.974609375,0.0,0.0,0.03508174605667591,0.0,1.4999616146087646,-0.035081733018159866,-1.499997615814209,1.4999616146087646,-0.035081733018159866,-1.499997615814209,1.5,1.208593726158142,0.10000000149011612,1.5,1.208593726158142,0.10000000149011612,5771.0,5770.0,6690.0,5770.5,4851.0,1839.0,2.0,2.0,2.0,0.009909712771604363,0.011019141276225735,70.77501893816314,81.53300538205076,11541.0,0.0,124.0,110.75,94.0,0.0,0.0,443.0,249.90625,99.0,0.0,443.0,249.90625,99.0,20440908.0,0.0548858642578125,0.004606486763805151,-0.018421661108732224,0.019081858918070793,-0.019081858918070793,-0.004723362624645233,-0.04506219923496246,0.981127917766571,0.1631145477294922,1.1785168647766113,0.14403268694877625,1.1561846733093262,0.0006202510199371166,0.9646801553071254,3.3343515674531243,0.007158317021094263,0.014200848992913961,0.010532328273257008,0.009028124972246587,6.289224003965501,3.6137244255878613,1.4512410999741405,-1.0,-1.0,-1.0,0.010562715004198253,6.289224003965501,-1.0,116.0,443.0,0.0,0.0,0.0,0.0,0.02056977601023391,7.714547201991081,11.646421507990453,3.283401019871235e-05,,0.00015438999980688095,81.53300538205076,0.0001830860273912549,38.481751439976506,23.64453411102295,0.0,444.0,0.9773349761962891,0.36247432231903076,0.024147605523467064,0.04117879644036293,1.0
445,0.1635994017124176,0.10344107449054718,0.0030682384967803955,3e-06,55.2901611328125,11.348706245422363,17.974609375,0.0,0.0,0.0030682412907481194,0.0,0.8660243153572083,-0.0030682424549013376,-1.4999700784683228,0.8660243153572083,-0.0030682424549013376,-1.4999700784683228,1.4500000476837158,1.1562498807907104,0.0,1.4500000476837158,1.1562498807907104,0.0,5605.0,5604.0,5911.0,5604.5,5298.0,613.0,2.0,2.0,2.0,0.009726891039543224,0.010581426928866489,69.21513111761608,80.97217919700779,11209.0,0.0,158.0,113.0,88.0,0.0,0.0,421.0,237.28125,121.0,0.0,421.0,237.28125,121.0,412389376.0,0.05554616451263428,0.004835532512515783,-0.018406670540571213,0.019026199355721474,-0.0181126706302166,0.014616429805755615,-0.03172992169857025,0.9820897579193115,0.16323712468147278,1.178464412689209,0.14512446522712708,1.1572566032409668,0.00042290516130048583,0.9773704996753848,3.3956188159494265,0.004740343953017145,0.011430925980675966,0.010375552528785192,0.009350383013952523,5.995260181021877,3.450121487778233,1.7652265770011581,-1.0,-1.0,-1.0,0.010540050978306681,5.995260181021877,-1.0,97.0,421.0,0.0,0.0,0.0,0.0,0.013106525992043316,7.4211742040351965,11.76342063199263,3.315898356959224e-05,,0.0001536420313641429,80.97217919700779,0.00011179497232660651,38.06149130797712,23.687593919050414,0.0,445.0,0.9765589237213135,0.2633286714553833,0.024877918884158134,0.04187861829996109,1.0
446,0.11978695541620255,0.06928626447916031,0.011390000581741333,3e-06,55.33131408691406,11.348706245422363,17.974609375,0.0,0.0,0.011389993131160736,0.0,1.4998775720596313,-0.011389967054128647,-1.4999977350234985,1.4998775720596313,-0.011389967054128647,-1.4999977350234985,1.4249999523162842,1.30908203125,0.0,1.4249999523162842,1.30908203125,0.0,5718.0,5717.0,5748.0,5717.5,5687.0,61.0,2.0,2.0,2.0,0.009900436450504526,0.010932777568125468,69.91019897956453,81.78348915401148,11435.0,0.0,152.0,114.5,91.0,0.0,0.0,463.0,242.84375,107.0,0.0,463.0,242.84375,107.0,24581.494140625,0.03681373596191406,0.003449964104220271,-0.011782701127231121,0.011578665114939213,-0.011541899293661118,0.0005882531404495239,-0.0271652489900589,0.9885475039482117,0.11583586037158966,1.123591661453247,0.10429395735263824,1.1105676889419556,0.0004262724965827065,1.0234233489938525,3.3365339878417153,0.0048744259984232485,0.0187168630072847,0.011115041002994985,0.0073061949806287885,6.529718980018515,3.542545539094135,1.5966648850007914,-1.0,-1.0,-1.0,0.012031620950438082,6.529718980018515,-1.0,112.0,463.0,0.0,0.0,0.0,0.0,0.007095979992300272,7.953022845031228,11.61570290097734,3.337202360853553e-05,,7.961096707731485e-05,81.78348915401148,8.01090500317514e-05,38.15326615097001,24.031313678016886,0.0,446.0,0.9776877164840698,0.36414843797683716,0.018489118665456772,0.03607572987675667,1.0
447,0.15194803476333618,0.098956398665905,-0.026816200464963913,3e-06,55.33354949951172,11.348706245422363,17.974609375,0.0,0.0,-0.026816198602318764,0.0,1.4999388456344604,0.02681620791554451,-1.4999977350234985,1.4999388456344604,0.02681620791554451,-1.4999977350234985,1.475000023841858,1.2789063453674316,0.0,1.475000023841858,1.2789063453674316,0.0,5471.0,5471.0,5624.0,5471.0,5318.0,306.0,2.0,2.0,2.0,0.009414618971865435,0.010457922570057822,67.7774091418389,80.72011115902569,10942.0,0.0,149.0,115.75,92.0,0.0,0.0,370.0,226.1875,88.0,0.0,370.0,226.1875,88.0,48808124.0,0.05258798599243164,0.004527822136878967,-0.017522195354104042,0.017531154677271843,-0.017453180626034737,0.001247592270374298,-0.04551577568054199,0.982753336429596,0.14615972340106964,1.1588282585144043,0.12870654463768005,1.1383951902389526,0.00029273304545761976,0.9339628415285169,3.5050966795856056,0.003203084983397275,0.015612578019499779,0.010533527240113472,0.00916348397731781,5.338845239020884,3.31284564843736,1.3078814140171744,-1.0,-1.0,-1.0,0.00916348397731781,5.338845239020884,-1.0,143.0,370.0,0.0,0.0,0.0,0.0,0.02209854096872732,6.760023046983406,11.609856965020299,3.296398790553212e-05,,6.599799962714314e-05,80.72011115902569,0.00017027196008712053,38.352767868025694,23.953582061978523,0.0,447.0,0.9768041372299194,0.2559734582901001,0.02322220243513584,0.040690839290618896,1.0
448,0.1416175365447998,0.09647791087627411,0.030545484274625778,3e-06,55.31403350830078,11.348706245422363,17.974609375,0.0,0.0,0.03054548380896449,0.0,1.4999388456344604,-0.030545497313141823,-1.499998688697815,1.4999388456344604,-0.030545497313141823,-1.499998688697815,1.475000023841858,1.3312499523162842,-1.0,1.475000023841858,1.3312499523162842,-1.0,5292.0,5244.0,5314.0,5268.0,5222.0,92.0,2.0,2.0,2.0,0.009114789698293936,0.009804153127878109,63.50107284714785,82.959228305961,10536.0,0.0,121.0,107.875,89.0,0.0,0.03125,512.0,221.375,120.0,0.03125,512.0,221.375,120.0,238220.265625,0.047029852867126465,0.004357899073511362,-0.015295367687940598,0.015740545466542244,-0.015734056010842323,0.00010383129119873047,-0.02775523066520691,0.9844098091125488,0.14273501932621002,1.1544654369354248,0.12700097262859344,1.1363637447357178,0.0007281271880810788,1.2225535688818607,3.6227974156222724,0.007671548053622246,0.013378068979363889,0.010324469971237704,0.00864140602061525,7.227843470987864,3.200316168526115,1.727353485999629,-1.0,-1.0,-1.0,0.01233554002828896,7.227843470987864,-1.0,121.0,512.0,0.0,0.0,0.0,0.0,0.021019805979449302,8.6605694819591,11.9358998509706,3.349996404722333e-05,,0.0001683579757809639,82.959228305961,0.0001777780125848949,38.16979357099626,24.14555003598798,0.0,448.0,0.9749658107757568,0.5189802050590515,0.021708894520998,0.04039702191948891,1.0
449,0.12731796503067017,0.07438477128744125,0.06561164557933807,3e-06,55.30302047729492,11.348706245422363,17.974609375,0.0,0.0,0.06561164371669292,0.0,0.4999995827674866,-0.06561165302991867,-1.499998927116394,0.4999995827674866,-0.06561165302991867,-1.499998927116394,1.399999976158142,1.0421874523162842,-0.949999988079071,1.399999976158142,1.0421874523162842,-0.949999988079071,5933.0,5913.0,6475.0,5923.0,5371.0,1104.0,2.0,2.0,2.0,0.010214021810537014,0.011027408023745223,71.37458438736905,82.98472139402293,11846.0,0.0,175.0,120.375,84.0,0.0,0.03125,512.0,249.8125,103.0,0.03125,512.0,249.8125,103.0,2173402.5,0.042044639587402344,0.0039008876774460077,-0.013559136539697647,0.014368732459843159,-0.014345926232635975,0.00036488473415374756,-0.03419072926044464,0.9857867956161499,0.13322113454341888,1.1440227031707764,0.11887521296739578,1.1275489330291748,0.0006097225209664432,1.096893584819742,3.2364507040340125,0.007222772983368486,0.013093729969114065,0.010827180092746858,0.010009744961280376,7.335591587005183,3.6262125369903515,1.5386730239843018,-1.0,-1.0,-1.0,0.012161196034867316,7.335591587005183,-1.0,175.0,512.0,0.0,0.0,0.0,0.0,0.02122333995066583,8.768567317049019,11.944046225980856,3.409001510590315e-05,,0.00016741198487579823,82.98472139402293,0.00017790199490264058,38.33899503998691,23.88573428604286,0.0,449.0,0.9768804907798767,0.25934433937072754,0.01942860335111618,0.038278546184301376,1.0
450,0.12224932760000229,0.07831691950559616,-0.0019004978239536285,3e-06,55.32133865356445,11.348706245422363,17.974609375,0.0,0.0,-0.0019004978239536285,0.0,1.1666358709335327,0.0019004872301593423,-0.866024374961853,1.1666358709335327,0.0019004872301593423,-0.866024374961853,1.475000023841858,1.325781226158142,0.07500000298023224,1.475000023841858,1.325781226158142,0.07500000298023224,5395.0,5395.0,5881.0,5395.0,4909.0,972.0,2.0,2.0,2.0,0.009396059445204726,0.009675055799197085,67.2947084096997,80.16975075000664,10790.0,0.0,184.0,115.375,98.0,0.0,0.0,343.0,221.8125,144.0,0.0,343.0,221.8125,144.0,5228.97314453125,0.03915667533874512,0.0032978218514472246,-0.013274512253701687,0.01345881912857294,-0.01345881912857294,-0.004621237516403198,-0.02728070691227913,0.9866458773612976,0.12294738739728928,1.1318374872207642,0.1094885766506195,1.1167073249816895,0.0003649637655918663,0.8929464525195974,3.5133664525481696,0.003937959030736238,0.015048276982270181,0.010967238025841652,0.009516949008684605,4.900937348022126,3.2229789365883335,2.1318809619988315,-1.0,-1.0,-1.0,0.010626897041220218,4.900937348022126,-1.0,184.0,341.0,0.0,0.0,0.0,0.0,0.020708105992525816,6.338133919984102,12.348962499992922,1.900905044749379e-05,,0.00015184603398665786,80.16975075000664,0.0001780239981599152,37.90922402299475,23.537648277997505,0.0,450.0,0.9773632884025574,0.31786203384399414,0.018806034699082375,0.03633895143866539,1.0
451,0.14760909974575043,0.09480613470077515,0.03724994510412216,3e-06,55.334041595458984,11.348706245422363,17.974609375,0.0,0.0,0.03724991623312235,0.0,1.4309847354888916,-0.037249937653541565,-1.499997615814209,1.4309847354888916,-0.037249937653541565,-1.499997615814209,1.6749999523162842,1.1510741710662842,0.10000000149011612,1.6749999523162842,1.1510741710662842,0.10000000149011612,5668.0,5668.0,5868.0,5668.0,5468.0,400.0,2.0,2.0,2.0,0.009823896155012736,0.01070094687396831,68.82181947460457,82.35760175000178,11336.0,0.0,168.0,113.0,86.0,0.0,0.0,497.0,241.25,100.0,0.0,497.0,241.25,100.0,389389.125,0.05109524726867676,0.004448022693395615,-0.017097018659114838,0.018573831766843796,-0.018573831766843796,-0.002634972333908081,-0.03944368660449982,0.9816301465034485,0.14990805089473724,1.1626192331314087,0.13133421540260315,1.1411771774291992,0.0003406718424974889,1.104599778630006,3.3630243505668944,0.003861856006551534,0.014539805008098483,0.010774501472042175,0.009869476954918355,7.112845098017715,3.5014718420916324,1.4840839129756205,-1.0,-1.0,-1.0,0.014539805008098483,7.112845098017715,-1.0,106.0,497.0,0.0,0.0,0.0,0.0,0.011006184970028698,8.527510291023646,11.744225147005636,1.9128958228975534e-05,,0.00015574501594528556,82.35760175000178,8.596299448981881e-05,38.123244038026314,23.937733713013586,0.0,451.0,0.9760050773620605,0.2960626184940338,0.023139046505093575,0.04054497554898262,1.0
452,0.1475493311882019,0.04816111922264099,-0.005033198744058609,3e-06,55.29547882080078,11.348706245422363,17.974609375,0.0,0.0,-0.005033195484429598,0.0,0.8660243153572083,0.005033181980252266,-1.4999977350234985,0.8660243153572083,0.005033181980252266,-1.4999977350234985,1.399999976158142,1.161230444908142,-1.0,1.399999976158142,1.161230444908142,-1.0,5734.0,5734.0,6576.0,5734.0,4892.0,1684.0,2.0,2.0,2.0,0.009910545868709594,0.010808390590095723,69.5826049666875,82.40565300401067,11468.0,0.0,156.0,113.5,89.0,0.0,0.03125,512.0,244.875,130.0,0.03125,512.0,244.875,130.0,360910.4375,0.05227231979370117,0.004326998256146908,-0.017651734873652458,0.01807175762951374,-0.01807175762951374,-0.0032031089067459106,-0.04128649830818176,0.9821240901947021,0.14716285467147827,1.1609647274017334,0.1290910840034485,1.1397674083709717,0.0003259279704280782,1.1208004298136318,3.3332464346874286,0.003737741964869201,0.0162174139986746,0.010926887969617383,0.008963429019786417,7.360153883986641,3.583564715972898,1.9753400059998967,-1.0,-1.0,-1.0,0.011804239999037236,7.360153883986641,-1.0,111.0,511.0,0.0,0.0,0.0,0.0,0.011031722009647638,8.782592168019619,11.761471108999103,2.411799505352974e-05,,0.00010134995682165027,82.40565300401067,0.00010029098484665155,38.22567011299543,23.611699808971025,0.0,452.0,0.9760530591011047,0.2800878882408142,0.022238709032535553,0.04086405411362648,1.0
453,0.14439338445663452,0.11975430697202682,0.06776317209005356,3e-06,55.3055305480957,11.348706245422363,17.974609375,0.0,0.0,0.06776317115873098,0.0,1.499997615814209,-0.06776316463947296,-1.4999977350234985,1.499997615814209,-0.06776316463947296,-1.4999977350234985,1.399999976158142,0.9741209745407104,-1.0,1.399999976158142,0.9741209745407104,-1.0,6116.0,6114.0,6528.0,6115.0,5702.0,826.0,2.0,2.0,2.0,0.010531998344881933,0.011542544320894988,74.00909323849797,82.62498204503208,12230.0,0.0,150.0,116.75,95.0,0.0,0.03125,512.0,265.4375,158.0,0.03125,512.0,265.4375,158.0,326616896.0,0.05048513412475586,0.0045416224747896194,-0.016571005806326866,0.017996083945035934,-0.017628086730837822,0.0058879554271698,-0.046507954597473145,0.9825716614723206,0.150388702750206,1.1656014919281006,0.13276062905788422,1.1447640657424927,0.00032928839092883825,1.0457428764983987,3.1372556531467137,0.004027197021059692,0.012336730025708675,0.010640307034918806,0.00863456801744178,7.460438887006603,3.8934563666280155,2.307203427015338,-1.0,-1.0,-1.0,0.012336730025708675,7.460438887006603,-1.0,107.0,512.0,0.0,0.0,0.0,0.0,0.011165347998030484,8.8825399929774,11.765981763019226,3.313802881166339e-05,,0.00014681601896882057,82.62498204503208,9.047100320458412e-05,38.36863663798431,23.574311802047305,0.0,453.0,0.9778006076812744,0.42314544320106506,0.021369658410549164,0.0398639515042305,1.0
454,0.14282932877540588,0.08195863664150238,-0.016916677355766296,3e-06,55.3360481262207,11.348706245422363,17.974609375,0.0,0.0,-0.016916679383967903,0.0,1.499997615814209,0.016916675493121147,-0.8660181760787964,1.499997615814209,0.016916675493121147,-0.8660181760787964,1.7000000476837158,1.134374976158142,0.10000000149011612,1.7000000476837158,1.134374976158142,0.10000000149011612,5326.0,5325.0,5900.0,5325.5,4751.0,1149.0,2.0,2.0,2.0,0.009252169812650837,0.01009816058854618,66.56430822195907,80.00533832999645,10651.0,0.0,198.0,126.375,92.0,0.0,0.0,361.0,206.46875,105.0,0.0,361.0,206.46875,105.0,33914.8125,0.05046510696411133,0.004304097965359688,-0.016961120069026947,0.018648328259587288,-0.018519720062613487,0.0020577162504196167,-0.05582179129123688,0.9817217588424683,0.1505597084760666,1.165490746498108,0.13203997910022736,1.1434093713760376,0.00037459534442617283,0.9923592685009684,3.568342947329843,0.003989815013483167,0.012530728010460734,0.0104471352242399,0.008286583994049579,5.148468526953366,3.0078672708677914,1.581831575022079,-1.0,-1.0,-1.0,0.011133797001093626,5.148468526953366,-1.0,198.0,361.0,0.0,0.0,0.0,0.0,0.011004025000147521,6.556517686985899,11.682647023990285,1.7970975022763014e-05,,9.27750370465219e-05,80.00533832999645,0.00012709404109045863,38.006420732010156,23.734918100992218,0.0,454.0,0.9765884280204773,0.2750474810600281,0.02235652133822441,0.039803385734558105,1.0
455,0.1661609411239624,0.12946078181266785,-0.030744969844818115,3e-06,55.30652618408203,11.348706245422363,17.974609375,0.0,0.0,-0.030744981952011585,0.0,1.4999585151672363,0.03074498474597931,-1.4999977350234985,1.4999585151672363,0.03074498474597931,-1.4999977350234985,1.475000023841858,1.2882812023162842,0.10000000149011612,1.475000023841858,1.2882812023162842,0.10000000149011612,5419.0,5418.0,5494.0,5418.5,5343.0,151.0,2.0,2.0,2.0,0.00946133347548176,0.010292479403634107,67.79265862311043,79.92753360100323,10837.0,0.0,152.0,113.875,95.0,0.0,0.0,373.0,224.78125,119.0,0.0,373.0,224.78125,119.0,12313746432.0,0.05923902988433838,0.004932848736643791,-0.019752657040953636,0.020689580589532852,-0.02055313251912594,0.0013125166296958923,-0.05997127294540405,0.9797494411468506,0.15973255038261414,1.1769659519195557,0.13917942345142365,1.1522541046142578,0.0003732934371056323,0.9445913713339944,3.4901825421247596,0.004045380977913737,0.011440835951361805,0.010182678131968714,0.008673620002809912,5.378221672959626,3.2772292966583336,1.7532480239751749,-1.0,-1.0,-1.0,0.010617763036862016,5.378221672959626,-1.0,112.0,373.0,0.0,0.0,0.0,0.0,0.011193640006240457,6.794445734005421,11.663030108029488,3.0440976843237877e-05,,8.377397898584604e-05,79.92753360100323,9.31640388444066e-05,37.82310820900602,23.62171771301655,0.0,455.0,0.9760857224464417,0.36008554697036743,0.023302562534809113,0.04309206083416939,1.0
456,0.1686481088399887,0.054633498191833496,0.07806415110826492,3e-06,55.30793380737305,11.348706245422363,17.974609375,0.0,0.0,0.07806415483355522,0.0,0.49999961256980896,-0.07806416600942612,-1.499998688697815,0.49999961256980896,-0.07806416600942612,-1.499998688697815,1.399999976158142,1.0812499523162842,-1.0,1.399999976158142,1.0812499523162842,-1.0,5476.0,5399.0,5458.0,5437.5,5417.0,41.0,2.0,2.0,2.0,0.009458283329736169,0.010355742655346724,66.34648172403152,81.95611671794904,10875.0,0.0,148.0,122.875,95.0,0.0,0.03125,512.0,216.96875,113.0,0.03125,512.0,216.96875,113.0,30332112.0,0.060337066650390625,0.005009456072002649,-0.020294567570090294,0.021101457998156548,-0.02081155590713024,0.004638388752937317,-0.05156797170639038,0.9794858694076538,0.16423332691192627,1.1802799701690674,0.14342178404331207,1.1555476188659668,0.00037038997457972887,1.2466239559299301,3.491249922299008,0.004027990973554552,0.010906862968113273,0.010199165399171761,0.008766256971284747,7.2282086870400235,3.1644066725602897,1.6540699729812331,-1.0,-1.0,-1.0,0.010541170951910317,7.2282086870400235,-1.0,147.0,512.0,0.0,0.0,0.0,0.0,0.01132873899769038,8.655310126021504,11.636351533001289,1.7457001376897097e-05,,0.0001594190252944827,81.95611671794904,9.263702668249607e-05,37.967342905001715,23.671756465977523,0.0,456.0,0.974858283996582,0.4884357750415802,0.02480205148458481,0.043679315596818924,1.0
457,0.14351586997509003,0.09560642391443253,-0.012185709550976753,3e-06,55.32588195800781,11.348706245422363,17.974609375,0.0,0.0,-0.012185717187257694,0.0,1.4141713380813599,0.012185717932879925,-0.8660241961479187,1.4141713380813599,0.012185717932879925,-0.8660241961479187,1.475000023841858,1.2429686784744263,0.10000000149011612,1.475000023841858,1.2429686784744263,0.10000000149011612,5063.0,5062.0,5553.0,5062.5,4572.0,981.0,2.0,2.0,2.0,0.008822684714146581,0.009559254423903143,63.5426726833009,79.67086976702558,10125.0,0.0,136.0,109.625,86.0,0.0,0.0,346.0,206.78125,96.0,0.0,346.0,206.78125,96.0,28161160.0,0.05125105381011963,0.004420788027346134,-0.0170818530023098,0.01737372763454914,-0.017306409776210785,0.0010771006345748901,-0.0495968759059906,0.9829028248786926,0.14104898273944855,1.1556273698806763,0.12374258041381836,1.135007381439209,0.0007029772839612431,0.9719613426043633,3.7413397039010845,0.007117645000107586,0.011407112004235387,0.009907215340717812,0.008186354010831565,5.006971677998081,3.0191567891870363,1.4067402019863948,-1.0,-1.0,-1.0,0.009573152987286448,5.006971677998081,-1.0,136.0,346.0,0.0,0.0,0.0,0.0,0.012156310025602579,6.431468204013072,11.741891271958593,1.896201865747571e-05,,0.0001193530042655766,79.67086976702558,0.00010079197818413377,37.88106450199848,23.58749760198407,0.0,457.0,0.9754772782325745,0.3799266219139099,0.022524023428559303,0.04066067934036255,1.0
