step,actor/entropy,actor/grad_norm,actor/kl_coef,actor/kl_loss,actor/loss,actor/lr,actor/perf/cpu_memory_used_gb,actor/perf/max_memory_allocated_gb,actor/perf/max_memory_reserved_gb,actor/pg_clipfrac,actor/pg_clipfrac_lower,actor/pg_loss,actor/ppo_kl,critic/advantages/max,critic/advantages/mean,critic/advantages/min,critic/returns/max,critic/returns/mean,critic/returns/min,critic/rewards/max,critic/rewards/mean,critic/rewards/min,critic/score/max,critic/score/mean,critic/score/min,global_seqlen/balanced_max,global_seqlen/balanced_min,global_seqlen/max,global_seqlen/mean,global_seqlen/min,global_seqlen/minmax_diff,num_turns/max,num_turns/mean,num_turns/min,perf/mfu/actor,perf/mfu/actor_infer,perf/throughput,perf/time_per_step,perf/total_num_tokens,prompt_length/clip_ratio,prompt_length/max,prompt_length/mean,prompt_length/min,response/aborted_ratio,response_length/clip_ratio,response_length/max,response_length/mean,response_length/min,response_length_non_aborted/clip_ratio,response_length_non_aborted/max,response_length_non_aborted/mean,response_length_non_aborted/min,rollout_corr/chi2_seq,rollout_corr/chi2_token,rollout_corr/k3_kl,rollout_corr/kl,rollout_corr/log_ppl_abs_diff,rollout_corr/log_ppl_diff,rollout_corr/log_ppl_diff_max,rollout_corr/log_ppl_diff_min,rollout_corr/ppl_ratio,rollout_corr/rollout_log_ppl,rollout_corr/rollout_ppl,rollout_corr/training_log_ppl,rollout_corr/training_ppl,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_s/adv,timing_s/agent_loop/compute_score/max,timing_s/agent_loop/compute_score/mean,timing_s/agent_loop/compute_score/min,timing_s/agent_loop/generate_sequences/max,timing_s/agent_loop/generate_sequences/mean,timing_s/agent_loop/generate_sequences/min,timing_s/agent_loop/num_preempted/max,timing_s/agent_loop/num_preempted/mean,timing_s/agent_loop/num_preempted/min,timing_s/agent_loop/slowest/compute_score,timing_s/agent_loop/slowest/generate_sequences,timing_s/agent_loop/slowest/num_preempted,timing_s/agent_loop/slowest/prompt_length,timing_s/agent_loop/slowest/response_length,timing_s/agent_loop/slowest/tool_calls,timing_s/agent_loop/tool_calls/max,timing_s/agent_loop/tool_calls/mean,timing_s/agent_loop/tool_calls/min,timing_s/dump_rollout_generations,timing_s/gen,timing_s/old_log_prob,timing_s/ref,timing_s/reward,timing_s/save_checkpoint,timing_s/start_profile,timing_s/step,timing_s/stop_profile,timing_s/update_actor,timing_s/update_weights,training/epoch,training/global_step,training/rollout_actor_probs_pearson_corr,training/rollout_probs_diff_max,training/rollout_probs_diff_mean,training/rollout_probs_diff_std,training/rollout_probs_diff_valid
477,0.1574038565158844,0.056373950093984604,0.001,0.033666453091427684,0.005671864375472069,3e-06,58.86506652832031,11.348706245422363,20.75,0.0,0.0,0.005638197064399719,0.0,0.8660243153572083,-0.005638205446302891,-1.4999977350234985,0.8660243153572083,-0.005638205446302891,-1.4999977350234985,1.4249999523162842,1.2734375,0.0,1.4249999523162842,1.2734375,0.0,6202.0,6202.0,6448.0,6202.0,5956.0,492.0,2.0,2.0,2.0,0.01028731549560757,0.010927011898793448,64.62570493916746,95.96800539101241,12404.0,0.0,138.0,109.25,91.0,0.0,0.03125,512.0,278.375,163.0,0.03125,512.0,278.375,163.0,1132172800.0,0.05380535125732422,0.005110220052301884,-0.017122382298111916,0.017330456525087357,-0.017330456525087357,-0.003104567527770996,-0.03291839361190796,0.9828506708145142,0.15111592411994934,1.1646534204483032,0.1337854415178299,1.144421100616455,0.0006604519528458457,1.025235144252141,0.7888287140434681,3.2144407885367534,0.00819224602309987,0.011302587983664125,0.009785135312995408,0.008227280981373042,7.7392794630141,4.165036819715169,2.4671693069976754,-1.0,-1.0,-1.0,0.010119974031113088,7.7392794630141,-1.0,138.0,512.0,0.0,0.0,0.0,0.0,0.024383932002820075,9.132794664998073,12.600115599983837,9.784631368995178,3.524799831211567e-05,,0.00019884196808561683,95.96800539101241,0.00017909001326188445,39.87192354100989,24.525706510990858,0.0,477.0,0.9767845869064331,0.2623227834701538,0.024226222187280655,0.041737161576747894,1.0
478,0.11581569910049438,0.0002852174511644989,0.001,0.03825472902826732,3.8254729588516057e-05,3e-06,58.7678108215332,11.348706245422363,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.399999976158142,1.3999998569488525,1.399999976158142,1.399999976158142,1.3999998569488525,1.399999976158142,4889.0,4889.0,5638.0,4889.0,4140.0,1498.0,2.0,2.0,2.0,0.008067310267440507,0.008407623743828216,52.57485151908803,92.99122791102855,9778.0,0.0,127.0,99.625,87.0,0.0,0.0,324.0,205.9375,116.0,0.0,324.0,205.9375,116.0,1958591.75,0.04237222671508789,0.0032524948474019766,-0.014891053549945354,0.014813706278800964,-0.014813706278800964,-0.00018225610256195068,-0.033737823367118835,0.9853217601776123,0.10781469941139221,1.11503005027771,0.09300097823143005,1.0984236001968384,0.0003066219086173025,0.9182969719271864,0.9877000271017808,4.086354399984264,0.002998149022459984,0.0116998819867149,0.00967703965761757,0.0072676039999350905,4.633694224001374,3.0445051682745543,1.6812345479847863,-1.0,-1.0,-1.0,0.010333519021514803,4.633694224001374,-1.0,103.0,324.0,0.0,0.0,0.0,0.0,0.020197109028231353,6.051577045000158,12.892839662032202,9.657730865001213,3.4725992009043694e-05,,0.000153572007548064,92.99122791102855,0.00018286798149347305,39.95637332304614,24.390025818021968,0.0,478.0,0.9754899144172668,0.29304930567741394,0.01883554458618164,0.036797989159822464,1.0
479,0.1454467624425888,0.02398754097521305,0.001,0.029861424583941698,-0.00099838525056839,3e-06,58.8303337097168,11.348706245422363,20.75,0.0,0.0,-0.001028250902891159,0.0,0.4999993145465851,0.001028253580443561,-1.499997615814209,0.4999993145465851,0.001028253580443561,-1.499997615814209,1.399999976158142,1.3593748807907104,0.10000000149011612,1.399999976158142,1.3593748807907104,0.10000000149011612,5441.0,5441.0,5629.0,5441.0,5253.0,376.0,2.0,2.0,2.0,0.008789116336886445,0.009733717473365848,56.70381120040975,95.95474951004144,10882.0,0.0,161.0,112.125,93.0,0.0,0.0,482.0,227.9375,128.0,0.0,482.0,227.9375,128.0,804954.0625,0.04934871196746826,0.004229049663990736,-0.0165796410292387,0.017262917011976242,-0.017262917011976242,-0.0001818239688873291,-0.0426790714263916,0.9829182028770447,0.150623619556427,1.165081262588501,0.13336069881916046,1.1448293924331665,0.0007167064891695056,1.1589374668270678,0.9002027403946847,3.759642105678677,0.00779920001514256,0.013726556964684278,0.01023046153022733,0.008604827977251261,7.023972966999281,3.3757543912233814,1.864008541975636,-1.0,-1.0,-1.0,0.009611590998247266,7.023972966999281,-1.0,93.0,482.0,0.0,0.0,0.0,0.0,0.021110440022312105,8.453289883036632,12.418341562035494,9.79600622097496,3.5770004615187645e-05,,0.00015305797569453716,95.95474951004144,0.0001725659822113812,40.91242539399536,24.3260965590016,0.0,479.0,0.9774098992347717,0.23226416110992432,0.021877719089388847,0.0391458198428154,1.0
480,0.1372101604938507,0.07649092376232147,0.001,0.042133005073992535,0.0026842132210731506,3e-06,58.84218978881836,11.348706245422363,20.75,0.0,0.0,0.002642078325152397,0.0,0.4999993145465851,-0.0026420769281685352,-1.499997615814209,0.4999993145465851,-0.0026420769281685352,-1.499997615814209,1.399999976158142,1.3187499046325684,0.10000000149011612,1.399999976158142,1.3187499046325684,0.10000000149011612,5306.0,5304.0,5843.0,5305.0,4767.0,1076.0,2.0,2.0,2.0,0.008959125315131353,0.009429138433321453,56.63948379063636,93.66257679200498,10610.0,0.0,156.0,112.75,80.0,0.0,0.0,423.0,218.8125,57.0,0.0,423.0,218.8125,57.0,2273203.5,0.04690241813659668,0.00436411052942276,-0.015117312781512737,0.016595013439655304,-0.016595013439655304,-0.0006974935531616211,-0.032393887639045715,0.9835776090621948,0.13293230533599854,1.1426842212677002,0.11633729189634323,1.1239155530929565,0.0007099090481982773,1.1409022625033223,0.915524938550201,3.6876135706856785,0.007532135001383722,0.01224252802785486,0.010088934121085913,0.006939810991752893,6.546203182952013,3.321091776875619,0.8712584680179134,-1.0,-1.0,-1.0,0.011177296983078122,6.546203182952013,-1.0,156.0,423.0,0.0,0.0,0.0,0.0,0.021064108004793525,7.988597642048262,12.497442764986772,9.713719598017633,3.466202178969979e-05,,0.00015388999599963427,93.66257679200498,0.0001826179795898497,39.12557998497505,24.289380875998177,0.0,480.0,0.9772588014602661,0.35727769136428833,0.021011460572481155,0.03885926678776741,1.0
481,0.18174682557582855,0.043923404067754745,0.001,0.03531337251479272,0.017155911773443222,3e-06,58.87532043457031,11.348706245422363,20.75,0.0,0.0,0.0171206034719944,0.0,1.499997615814209,-0.017120597884058952,-0.8660241961479187,1.499997615814209,-0.017120597884058952,-0.8660241961479187,1.399999976158142,1.196874976158142,0.10000000149011612,1.399999976158142,1.196874976158142,0.10000000149011612,6028.0,6027.0,6338.0,6027.5,5717.0,621.0,2.0,2.0,2.0,0.010173288401643459,0.010781978159576279,64.43033545169429,93.55065370595548,12055.0,0.0,163.0,120.25,84.0,0.0,0.0,444.0,256.46875,154.0,0.0,444.0,256.46875,154.0,995121776558080.0,0.06705236434936523,0.005730378441512585,-0.02231520600616932,0.021349206566810608,-0.021349206566810608,-0.005731411278247833,-0.04378712177276611,0.9789268970489502,0.17136676609516144,1.1904263496398926,0.15001755952835083,1.164670467376709,0.0006111992562861054,0.9724374156203214,0.812836215763354,3.249091639236382,0.0073680070345290005,0.015373477013781667,0.009612180747353705,0.007491429976653308,6.574158784002066,3.823870609874575,2.263132795051206,-1.0,-1.0,-1.0,0.009148057957645506,6.574158784002066,-1.0,84.0,444.0,0.0,0.0,0.0,0.0,0.02195187599863857,7.980793869995978,12.421227089012973,9.798740581027232,3.600999480113387e-05,,0.00015380402328446507,93.55065370595548,0.0001815970172174275,39.167799710994586,24.132591398025397,0.0,481.0,0.9754623770713806,0.2748757004737854,0.02720075659453869,0.04512037709355354,1.0
482,0.14570806920528412,0.058947693556547165,0.001,0.043748134456109256,-0.042098332196474075,3e-06,58.89302062988281,11.348706245422363,20.75,0.0,0.0,-0.04214207921177149,0.0,1.499997615814209,0.04214208945631981,-1.499997615814209,1.499997615814209,0.04214208945631981,-1.499997615814209,1.4249999523162842,1.1976561546325684,0.10000000149011612,1.4249999523162842,1.1976561546325684,0.10000000149011612,5300.0,5300.0,5483.0,5300.0,5117.0,366.0,2.0,2.0,2.0,0.009013800930170165,0.00977478611581815,57.87835071010456,91.57137228298234,10600.0,0.0,193.0,124.0,95.0,0.0,0.0,353.0,207.25,83.0,0.0,353.0,207.25,83.0,105329.84375,0.050287723541259766,0.0041468506678938866,-0.01714371331036091,0.016452938318252563,-0.016452938318252563,-0.0007663443684577942,-0.02570471167564392,0.9837021827697754,0.14041996002197266,1.1517218351364136,0.1239670142531395,1.1329689025878906,0.0007351539602924911,1.0090200128141886,0.9173905453754518,3.6639654134918564,0.007792631979100406,0.010974337987136096,0.008733999620744726,0.007542778039351106,5.256937841011677,3.086949025404465,1.237904658948537,-1.0,-1.0,-1.0,0.009520794963464141,5.256937841011677,-1.0,139.0,353.0,0.0,0.0,0.0,0.0,0.021127587999217212,6.6918207249837,12.045993939973414,9.72433978097979,3.5765988286584616e-05,,0.00014865200500935316,91.57137228298234,0.00018979597371071577,38.83803338301368,24.222471126995515,0.0,482.0,0.9768848419189453,0.31251341104507446,0.02251027524471283,0.03951749950647354,1.0
483,0.12539070844650269,0.053431496024131775,0.001,0.034156331908889115,-0.00012331083416938782,3e-06,58.872432708740234,11.348706245422363,20.75,0.0,0.0,-0.00015746615827083588,0.0,1.4997479915618896,0.0001574677153257653,-0.5128170847892761,1.4997479915618896,0.0001574677153257653,-0.5128170847892761,1.399999976158142,1.1164062023162842,0.10000000149011612,1.399999976158142,1.1164062023162842,0.10000000149011612,5822.0,5822.0,6302.0,5822.0,5342.0,960.0,2.0,2.0,2.0,0.00980711939420027,0.010628051721557287,62.908462033153576,92.54716792999534,11644.0,0.0,161.0,114.25,84.0,0.0,0.0,378.0,249.625,112.0,0.0,378.0,249.625,112.0,4527382.5,0.04081559181213379,0.003847280517220497,-0.01315375417470932,0.012934213504195213,-0.012827057391405106,0.0017144978046417236,-0.029788516461849213,0.9872833490371704,0.12797613441944122,1.1377958059310913,0.11514907330274582,1.123239278793335,0.000658230845663186,0.8888378505214711,0.8419502494888389,3.3690596327700484,0.007664439966902137,0.0120471739792265,0.009526794474368216,0.006892650970257819,5.675993283977732,3.7742186265586497,1.679707555042114,-1.0,-1.0,-1.0,0.01061041303910315,5.675993283977732,-1.0,161.0,377.0,0.0,0.0,0.0,0.0,0.02124627400189638,7.100036749965511,12.17383844096912,9.80366870504804,3.4262018743902445e-05,,0.00015235599130392075,92.54716792999534,0.00017582601867616177,39.22933036397444,24.19268443004694,0.0,483.0,0.9770135283470154,0.4565017819404602,0.019675569608807564,0.03746714070439339,1.0
484,0.15483687818050385,0.02626270242035389,0.001,0.030795807935646735,0.017728140577673912,3e-06,58.88731384277344,11.348706245422363,20.75,0.0,0.0,0.017697341740131378,0.0,1.499997615814209,-0.017697343602776527,-0.4999992549419403,1.499997615814209,-0.017697343602776527,-0.4999992549419403,1.399999976158142,1.2781249284744263,0.10000000149011612,1.399999976158142,1.2781249284744263,0.10000000149011612,5772.0,5772.0,6383.0,5772.0,5161.0,1222.0,2.0,2.0,2.0,0.00967515886308966,0.010320184498140964,61.69877131843804,93.5512957010069,11544.0,0.0,176.0,123.25,93.0,0.0,0.0,444.0,237.5,160.0,0.0,444.0,237.5,160.0,18309952.0,0.0555492639541626,0.004285869654268026,-0.01942342147231102,0.01918335258960724,-0.01918335258960724,-0.007827773690223694,-0.02835606038570404,0.9810107946395874,0.15320657193660736,1.1668511629104614,0.13402320444583893,1.1446528434753418,0.0006575138586923759,1.0225445230255565,0.8491967377026661,3.4163593194754105,0.007590339984744787,0.013125232013408095,0.009726581432914827,0.0074536040192469954,6.366368621005677,3.5600634655675094,2.3732810460496694,-1.0,-1.0,-1.0,0.010446903004776686,6.366368621005677,-1.0,126.0,444.0,0.0,0.0,0.0,0.0,0.02501672599464655,7.7713383749942295,12.38277005997952,9.803127140039578,1.5099998563528061e-05,,5.792500451207161e-05,93.5512957010069,0.00033287302358075976,39.43845198402414,24.112993682036176,0.0,484.0,0.9775058627128601,0.24597114324569702,0.023108892142772675,0.04053825885057449,1.0
485,0.11677005141973495,0.0002131160581484437,0.001,0.03683963359799236,3.6839635868091136e-05,3e-06,58.871299743652344,11.348706245422363,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.399999976158142,1.3999998569488525,1.399999976158142,1.399999976158142,1.3999998569488525,1.399999976158142,4926.0,4925.0,5361.0,4925.5,4490.0,871.0,2.0,2.0,2.0,0.008371737960080535,0.00922038787305554,54.10315131537987,91.0390592830372,9851.0,0.0,134.0,103.75,91.0,0.0,0.0,330.0,204.09375,78.0,0.0,330.0,204.09375,78.0,162397.09375,0.038118958473205566,0.0034354482777416706,-0.01247352547943592,0.012502956204116344,-0.012502956204116344,-0.0015949085354804993,-0.03474852442741394,0.987608015537262,0.11903403699398041,1.1274420022964478,0.10653107613325119,1.1132770776748657,0.0007660635447320769,0.964843867862287,0.9899028273280522,3.941161069231859,0.0075464919791556895,0.013489679025951773,0.010405827279100777,0.00858512002741918,4.903384390054271,3.043238123120318,1.1809550269972533,-1.0,-1.0,-1.0,0.0099026890238747,4.903384390054271,-1.0,101.0,330.0,0.0,0.0,0.0,0.0,0.020657310029491782,6.301395301008597,11.861643017968163,9.751532752008643,3.503798507153988e-05,,0.0001606110017746687,91.0390592830372,0.00017855002079159021,38.82437769300304,24.25333118904382,0.0,485.0,0.9779357314109802,0.2740793228149414,0.017543312162160873,0.03589075431227684,1.0
486,0.12620072066783905,0.06092590466141701,0.001,0.033587804795388365,-0.01700693741440773,3e-06,58.8798942565918,11.348706245422363,20.75,0.0,0.0,-0.017040519043803215,0.0,0.939551830291748,0.01704052835702896,-0.8660203814506531,0.939551830291748,0.01704052835702896,-0.8660203814506531,1.7000000476837158,1.435156226158142,1.399999976158142,1.7000000476837158,1.435156226158142,1.399999976158142,5642.0,5642.0,5855.0,5642.0,5429.0,426.0,2.0,2.0,2.0,0.009654669094859314,0.010212535037730884,61.83063845275855,91.2492599330144,11284.0,0.0,143.0,105.625,88.0,0.0,0.0,342.0,247.0,148.0,0.0,342.0,247.0,148.0,119748.0859375,0.04023623466491699,0.0035637703258544207,-0.013301653787493706,0.01358118373900652,-0.013432225212454796,0.0023833289742469788,-0.02688273787498474,0.9866785407066345,0.12425876408815384,1.1331652402877808,0.1108265295624733,1.1179170608520508,0.00034629129736166934,0.8245263317347031,0.8623722238580537,3.419455702674355,0.003907550999429077,0.010455307026859373,0.00958649005406187,0.007763810979668051,5.072611156967469,3.7352920543744403,2.2335832529934123,-1.0,-1.0,-1.0,0.009943983983248472,5.072611156967469,-1.0,88.0,337.0,0.0,0.0,0.0,0.0,0.02434707898646593,6.517056126031093,12.272582450008485,9.731008174014278,3.450398799031973e-05,,0.00023183005396276712,91.2492599330144,0.00019029795657843351,38.58513814897742,24.09632818796672,0.0,486.0,0.978971004486084,0.2653195858001709,0.019093632698059082,0.035946398973464966,1.0
487,0.13629047572612762,0.05742805451154709,0.001,0.03702012400754029,-0.010721225291490555,3e-06,58.940670013427734,11.348706245422363,20.75,0.0,0.0,-0.01075824350118637,0.0,1.4999905824661255,0.01075824350118637,-0.8660241961479187,1.4999905824661255,0.01075824350118637,-0.8660241961479187,1.7000000476837158,1.1656250953674316,0.10000000149011612,1.7000000476837158,1.1656250953674316,0.10000000149011612,5821.0,5821.0,6673.0,5821.0,4969.0,1704.0,2.0,2.0,2.0,0.009714715960371748,0.010716582631099853,61.496427567405966,94.65590490796603,11642.0,0.0,170.0,117.625,92.0,0.0,0.0,511.0,246.1875,102.0,0.0,511.0,246.1875,102.0,664227584.0,0.04894864559173584,0.0037797149270772934,-0.017204662784934044,0.01762194186449051,-0.01762194186449051,-0.003327116370201111,-0.035082995891571045,0.9825606346130371,0.14028507471084595,1.1516852378845215,0.12266314029693604,1.1314902305603027,0.0006419723422126228,1.115060561309032,0.8397481462822546,3.402965559611216,0.007473842008039355,0.011883612023666501,0.009303606064349879,0.008123976993374527,7.341829292010516,3.663429799811638,1.543422423012089,-1.0,-1.0,-1.0,0.011883612023666501,7.341829292010516,-1.0,170.0,500.0,0.0,0.0,0.0,0.0,0.02166184299858287,8.784447101992555,12.07760922901798,9.776347919018008,3.469601506367326e-05,,9.126699296757579e-05,94.65590490796603,0.00018403795547783375,39.61732504499378,24.351765814004466,0.0,487.0,0.9767394065856934,0.2565913200378418,0.021716482937335968,0.0385734960436821,1.0
488,0.15855242311954498,0.059588413685560226,0.001,0.02741238219459774,-0.003580331802368164,3e-06,58.9373779296875,11.348706245422363,20.75,0.0,0.0,-0.003607747610658407,0.0,1.4998775720596313,0.003607729682698846,-1.4999977350234985,1.4998775720596313,0.003607729682698846,-1.4999977350234985,1.4249999523162842,1.31640625,0.0,1.4249999523162842,1.31640625,0.0,5867.0,5866.0,6053.0,5866.5,5680.0,373.0,2.0,2.0,2.0,0.009801878380540557,0.010623879051542261,62.03973944368173,94.56035845098086,11733.0,0.0,146.0,106.875,87.0,0.0,0.0,502.0,259.78125,104.0,0.0,502.0,259.78125,104.0,13426329600.0,0.05349016189575195,0.004297733306884766,-0.018360190093517303,0.017582178115844727,-0.017582178115844727,-0.0037161260843276978,-0.0306304469704628,0.9825950264930725,0.1473560929298401,1.159400224685669,0.12977389991283417,1.139128565788269,0.0002846602719335247,1.0413420315191972,0.8298309736604218,3.3700055894441507,0.0033399189705960453,0.0110360539983958,0.00965517290205753,0.008036558981984854,7.231503845017869,3.8603371503777453,1.5765809459844604,-1.0,-1.0,-1.0,0.009065933991223574,7.231503845017869,-1.0,140.0,502.0,0.0,0.0,0.0,0.0,0.007306526997126639,8.656676308019087,12.261870607035235,9.736406813957728,2.873799530789256e-05,,8.05110321380198e-05,94.56035845098086,5.7350960560142994e-05,39.54027558094822,24.339049492031336,0.0,488.0,0.9779113531112671,0.25384455919265747,0.023188931867480278,0.04024524614214897,1.0
489,0.14737068116664886,0.04880114272236824,0.001,0.035241645979112945,-0.0016923435032367706,3e-06,58.94524002075195,11.348706245422363,20.75,0.0,0.0,-0.0017275922000408173,0.0,1.4998775720596313,0.001727589755319059,-1.4999977350234985,1.4998775720596313,0.001727589755319059,-1.4999977350234985,1.4249999523162842,1.3601561784744263,0.10000000149011612,1.4249999523162842,1.3601561784744263,0.10000000149011612,5380.0,5379.0,5488.0,5379.5,5271.0,217.0,2.0,2.0,2.0,0.008987566136219809,0.009633544101668615,57.876861147161165,92.9473349690088,10759.0,0.0,138.0,110.125,86.0,0.0,0.0,388.0,226.09375,137.0,0.0,388.0,226.09375,137.0,590542.125,0.05077075958251953,0.0040567475371062756,-0.017397720366716385,0.01712420955300331,-0.01712420955300331,-9.59932804107666e-05,-0.03528180718421936,0.9830502271652222,0.1449936181306839,1.1572948694229126,0.1278694123029709,1.137465000152588,0.00044360619413330826,0.996788904631128,0.9034476634436992,3.672916064506655,0.0047727590426802635,0.011591520044021308,0.009341344875792856,0.007075122965034097,5.777174369955901,3.361977334565381,2.045088894024957,-1.0,-1.0,-1.0,0.008865949988830835,5.777174369955901,-1.0,132.0,388.0,0.0,0.0,0.0,0.0,0.01519248599652201,7.2117677250062115,12.367871280002873,9.72019341099076,2.4404027499258518e-05,,8.317403262481093e-05,92.9473349690088,8.219503797590733e-05,39.5169039380271,24.098521455016453,0.0,489.0,0.9768128991127014,0.2311253547668457,0.02249026484787464,0.039972320199012756,1.0
490,0.14490684866905212,0.06952754408121109,0.001,0.040762365504633635,0.013802841305732727,3e-06,58.94649887084961,11.348706245422363,20.75,0.0,0.0,0.013762077316641808,0.0,0.8660243153572083,-0.013762066140770912,-1.4999977350234985,0.8660243153572083,-0.013762066140770912,-1.4999977350234985,1.475000023841858,1.1171875,0.0,1.475000023841858,1.1171875,0.0,6363.0,6362.0,6528.0,6362.5,6197.0,331.0,2.0,2.0,2.0,0.010874722864371203,0.011647435720701704,68.70480550861377,92.60633157897973,12725.0,0.0,154.0,123.125,111.0,0.0,0.0,388.0,274.53125,170.0,0.0,388.0,274.53125,170.0,685776576.0,0.050476908683776855,0.004143890459090471,-0.017223691567778587,0.016892971470952034,-0.016892971470952034,-0.003378435969352722,-0.03353284299373627,0.9832849502563477,0.1375378668308258,1.1486561298370361,0.12064489722251892,1.1292136907577515,0.00039870813232800815,0.8839651879308005,0.7687949637739694,3.0401363702946522,0.005073560983873904,0.017559403961058706,0.010633484002028126,0.008866365998983383,6.354553742974531,4.27764864855817,2.69717259000754,-1.0,-1.0,-1.0,0.010434781026560813,6.354553742974531,-1.0,114.0,388.0,0.0,0.0,0.0,0.0,0.013542099040932953,7.765634175972082,12.121700193965808,9.78291591402376,2.5634013582020998e-05,,0.0001681600115261972,92.60633157897973,0.00010471802670508623,38.68573531199945,24.220469678984955,0.0,490.0,0.9769705533981323,0.2615063190460205,0.02185438573360443,0.039519838988780975,1.0
491,0.15003304183483124,0.03830825537443161,0.001,0.03259172013349598,0.023639820516109467,3e-06,58.94381332397461,11.348706245422363,20.75,0.0,0.0,0.02360723540186882,0.0,0.8571451902389526,-0.02360723726451397,-1.032072901725769,0.8571451902389526,-0.02360723726451397,-1.032072901725769,1.399999976158142,1.3234374523162842,0.05000000074505806,1.399999976158142,1.3234374523162842,0.05000000074505806,5671.0,5669.0,6437.0,5670.0,4903.0,1534.0,2.0,2.0,2.0,0.009677096802176653,0.01035694086795373,61.00458588867544,92.94383229396772,11340.0,0.0,128.0,108.25,86.0,0.0,0.0,453.0,246.125,123.0,0.0,453.0,246.125,123.0,231686.4375,0.05154597759246826,0.004511247389018536,-0.01710527017712593,0.017157338559627533,-0.017157338559627533,-0.005629263818264008,-0.028076432645320892,0.9830065965652466,0.14416314661502838,1.1557966470718384,0.12700580060482025,1.1360993385314941,0.0004074568806850143,1.0446820253880678,0.8604045696675653,3.4133210755702734,0.004620561026968062,0.011945980018936098,0.01018644259966095,0.0071369350189343095,6.834127732028719,3.682208915181036,1.7979301669984125,-1.0,-1.0,-1.0,0.010467436979524791,6.834127732028719,-1.0,111.0,453.0,0.0,0.0,0.0,0.0,0.01322299096500501,8.22791563195642,12.15726820594864,9.75698782003019,3.5349978134036064e-05,,0.00011452700709924102,92.94383229396772,9.943201439455152e-05,38.7070609969669,24.056859295000322,0.0,491.0,0.9756644368171692,0.26769745349884033,0.02355162985622883,0.04098154604434967,1.0
492,0.1287202686071396,0.04473676159977913,0.001,0.04416597819363233,0.011167246848344803,3e-06,58.9488639831543,11.348706245422363,20.75,0.0,0.0,0.01112307794392109,0.0,0.5493495464324951,-0.01112307608127594,-1.4990726709365845,0.5493495464324951,-0.01112307608127594,-1.4990726709365845,1.4500000476837158,1.3601561784744263,0.07500000298023224,1.4500000476837158,1.3601561784744263,0.07500000298023224,5902.0,5901.0,5959.0,5901.5,5844.0,115.0,2.0,2.0,2.0,0.009929069587828418,0.010637652016823129,63.440912056132305,93.02356805303134,11803.0,0.0,195.0,128.625,95.0,0.0,0.0,407.0,240.21875,147.0,0.0,407.0,240.21875,147.0,118253.21875,0.04243612289428711,0.0036921543069183826,-0.014094694517552853,0.01411174051463604,-0.01411174051463604,-0.0012168362736701965,-0.0327315479516983,0.9860149621963501,0.129960298538208,1.1393840312957764,0.11584856361150742,1.1233062744140625,0.0006424297177319045,0.9591181699015855,0.826431393883267,3.329394101498808,0.00758259795838967,0.013866503024473786,0.009827422813032172,0.007826995977666229,5.9642111750436015,3.5546864287189237,2.183061396004632,-1.0,-1.0,-1.0,0.010378395032603294,5.9642111750436015,-1.0,162.0,407.0,0.0,0.0,0.0,0.0,0.021497144014574587,7.372741372033488,12.30178470100509,9.7543697420042,2.3442960809916258e-05,,9.389000479131937e-05,93.02356805303134,0.00017968000611290336,39.296838579990435,24.257557194971014,0.0,492.0,0.9779207706451416,0.2498941421508789,0.01959114894270897,0.03777553141117096,1.0
493,0.15914879739284515,0.048114899545907974,0.001,0.039033369277603924,-0.0363796129822731,3e-06,58.94789123535156,11.348706245422363,20.75,0.0,0.0,-0.03641865402460098,0.0,0.8660241961479187,0.036418650299310684,-1.4999977350234985,0.8660241961479187,0.036418650299310684,-1.4999977350234985,1.399999976158142,1.1156249046325684,0.10000000149011612,1.399999976158142,1.1156249046325684,0.10000000149011612,6571.0,6570.0,6980.0,6570.5,6161.0,819.0,2.0,2.0,2.0,0.01102826730776245,0.011951093226119576,70.17557564062841,93.62944215303287,13141.0,0.0,162.0,128.75,117.0,0.0,0.0,449.0,281.90625,136.0,0.0,449.0,281.90625,136.0,36990992.0,0.05492961406707764,0.004654862452298403,-0.018361210823059082,0.01886412873864174,-0.01886412873864174,-0.00406782329082489,-0.04443970322608948,0.9813502430915833,0.16377680003643036,1.1792494058609009,0.14491266012191772,1.1569817066192627,0.000585735027729551,0.8779808287349797,0.7466475893008399,2.999084264211644,0.007697143999394029,0.015471983992028981,0.010242429281788645,0.007462580979336053,6.53204816597281,4.259750470468134,2.1039711050107144,-1.0,-1.0,-1.0,0.009483586996793747,6.53204816597281,-1.0,125.0,449.0,0.0,0.0,0.0,0.0,0.014087483985349536,7.920265056018252,12.220312431978527,9.811695971002337,3.5442004445940256e-05,,0.00015581597108393908,93.62944215303287,9.781803237274289e-05,39.410966316005215,24.22502173797693,0.0,493.0,0.9770588278770447,0.2903026342391968,0.023907452821731567,0.041965801268815994,1.0
